
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
00:1A:1E:87:02:C4, 2013-05-01 17:37:23, 2013-05-01 17:42:42,  6,  54, OPN ,       ,   , -95,        7,        0,   0.  0.  0.  0,  11, drexelguest, 
00:1A:1E:86:41:81, 2013-05-01 17:39:31, 2013-05-01 17:42:11, 108,  -1,     ,       ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:1A:1E:85:A3:64, 2013-05-01 17:38:01, 2013-05-01 17:42:01,  1,  54, OPN ,       ,   , -95,       15,        0,   0.  0.  0.  0,  11, drexelguest, 
9C:4E:20:C0:87:08, 2013-05-01 17:37:05, 2013-05-01 17:39:12, -1,  -1,     ,       ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C8:D7:19:69:6E:94, 2013-05-01 17:36:45, 2013-05-01 17:38:50,  1,  54, OPN ,       ,   , -95,        1,        1,   0.  0.  0.  0,  15, PsychWard-guest, 
00:1A:1E:86:4C:A0, 2013-05-01 17:36:50, 2013-05-01 17:43:26, -1,  -1,     ,       ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
D8:C7:C8:D2:DF:80, 2013-05-01 17:36:22, 2013-05-01 17:36:23, 158,  -1, OPN ,       ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
50:A7:33:03:5A:38, 2013-05-01 17:37:08, 2013-05-01 17:37:14, 158,  -1,     ,       ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:1A:1E:8E:E2:A4, 2013-05-01 17:36:36, 2013-05-01 17:38:35,  6,  54, OPN ,       ,   , -98,        1,        0,   0.  0.  0.  0,  11, drexelguest, 
00:1A:1E:98:27:C4, 2013-05-01 17:40:05, 2013-05-01 17:40:05, 158,  -1,     ,       ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
02:F4:DF:B6:0E:0D, 2013-05-01 17:38:35, 2013-05-01 17:40:25, 11,  11, OPN ,       ,   ,  -1,        2,        0,   0.  0.  0.  0,  19, print server 65D0D5, 
00:1A:1E:93:DB:81, 2013-05-01 17:40:43, 2013-05-01 17:40:49, 108,  -1,     ,       ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
02:20:C0:7F:68:7E, 2013-05-01 17:37:29, 2013-05-01 17:41:18,  6,  54, OPN ,       ,   ,  -1,        2,        0,   0.  0.  0.  0,  17, HP-nomodel.2B68BE, 
02:21:B1:FC:22:FC, 2013-05-01 17:36:54, 2013-05-01 17:41:38,  6,  54, OPN ,       ,   ,  -1,        1,        0,   0.  0.  0.  0,  14, HPJ610a.FC4C32, 
C0:C1:C0:84:BF:1F, 2013-05-01 17:35:56, 2013-05-01 17:42:07,  6,  54, OPN ,       ,   , -94,       16,        0,   0.  0.  0.  0,  12, kitkat-guest, 
C8:D7:19:7C:16:F0, 2013-05-01 17:36:19, 2013-05-01 17:42:45, 11,  54, OPN ,       ,   , -95,       22,        1,   0.  0.  0.  0,  23, UnderCover_CopCar-guest, 
00:1A:1E:98:2F:E3, 2013-05-01 17:36:01, 2013-05-01 17:42:57,  1,  54, OPN ,       ,   , -93,       47,       27,  10.253.140.223,  11, drexelguest, 
00:1A:1E:8E:E4:24, 2013-05-01 17:39:07, 2013-05-01 17:43:23,  1,  54, OPN ,       ,   , -94,       10,        0,   0.  0.  0.  0,  11, drexelguest, 
00:1A:1E:8E:D6:04, 2013-05-01 17:36:19, 2013-05-01 17:43:08, 11,  54, OPN ,       ,   , -94,       42,        0,   0.  0.  0.  0,  11, drexelguest, 
00:1A:1E:86:92:C2, 2013-05-01 17:36:04, 2013-05-01 17:43:19, 11,  54, OPN ,       ,   , -94,       74,       38,  10.253.128. 94,  11, drexelguest, 
00:1A:1E:8E:D8:A4, 2013-05-01 17:35:55, 2013-05-01 17:43:28, 11,  54, OPN ,       ,   , -88,      261,       64,  10.253.144. 66,  11, drexelguest, 
00:1A:1E:8E:E2:04, 2013-05-01 17:35:55, 2013-05-01 17:43:29,  1,  54, OPN ,       ,   , -90,      199,        0,   0.  0.  0.  0,  11, drexelguest, 
00:1A:1E:85:A1:64, 2013-05-01 17:35:56, 2013-05-01 17:43:28,  6,  54, OPN ,       ,   , -90,      372,      100,  10.253.142.208,  11, drexelguest, 
00:0D:67:14:A2:9C, 2013-05-01 17:35:56, 2013-05-01 17:43:28,  6,  54, OPN ,       ,   , -82,       94,        0,   0.  0.  0.  0,  11, optimumwifi, 
00:0D:67:14:A2:9A, 2013-05-01 17:35:56, 2013-05-01 17:43:28,  6,  54, OPN ,       ,   , -81,      157,        0,   0.  0.  0.  0,  11, xfinitywifi, 
00:0D:67:14:A2:9B, 2013-05-01 17:35:57, 2013-05-01 17:43:28,  6,  54, OPN ,       ,   , -81,      175,        0,   0.  0.  0.  0,   9, CableWiFi, 
58:6D:8F:64:B0:86, 2013-05-01 17:35:55, 2013-05-01 17:43:29,  1,  54, OPN ,       ,   , -80,      295,        2,   0.  0.  0.  0,  17, Brown Sugar-guest, 
00:0D:67:14:A2:9D, 2013-05-01 17:35:56, 2013-05-01 17:43:28,  6,  54, OPN ,       ,   , -81,      172,        0,   0.  0.  0.  0,   7, TWCWiFi, 
00:0D:67:14:AB:98, 2013-05-01 17:35:58, 2013-05-01 17:43:28,  6,  54, OPN ,       ,   , -79,      103,        0,   0.  0.  0.  0,  11, optimumwifi, 
00:1A:1E:8C:6D:02, 2013-05-01 17:35:55, 2013-05-01 17:43:29,  1,  54, OPN ,       ,   , -79,      366,       31,  10.253.137.243,  11, drexelguest, 
00:0D:67:14:AB:99, 2013-05-01 17:35:56, 2013-05-01 17:43:28,  6,  54, OPN ,       ,   , -79,      251,        0,   0.  0.  0.  0,   7, TWCWiFi, 
00:0D:67:14:AB:96, 2013-05-01 17:35:56, 2013-05-01 17:43:23,  6,  54, OPN ,       ,   , -79,      283,        3,   0.  0.  0.  0,  11, xfinitywifi, 
00:0D:67:14:AB:97, 2013-05-01 17:35:57, 2013-05-01 17:43:28,  6,  54, OPN ,       ,   , -80,      267,       49,  50.146.202.114,   9, CableWiFi, 
00:1A:1E:8E:D8:44, 2013-05-01 17:35:55, 2013-05-01 17:43:29,  6,  54, OPN ,       ,   , -78,      600,      205,  10.253.145. 92,  11, drexelguest, 
00:1A:1E:8E:D4:C4, 2013-05-01 17:35:54, 2013-05-01 17:43:29,  1,  54, OPN ,       ,   , -68,      508,       16,  10.253.141.154,  11, drexelguest, 
00:0D:67:17:E3:E1, 2013-05-01 17:35:55, 2013-05-01 17:43:28, 11,  54, OPN ,       ,   , -53,      384,        0,   0.  0.  0.  0,  11, xfinitywifi, 
00:0D:67:17:E3:E2, 2013-05-01 17:35:55, 2013-05-01 17:43:28, 11,  54, OPN ,       ,   , -53,      371,        0,   0.  0.  0.  0,   9, CableWiFi, 
00:0D:67:17:E3:E4, 2013-05-01 17:35:55, 2013-05-01 17:43:28, 11,  54, OPN ,       ,   , -51,      382,        0,   0.  0.  0.  0,   7, TWCWiFi, 
00:0D:67:17:E3:E3, 2013-05-01 17:35:55, 2013-05-01 17:43:28, 11,  54, OPN ,       ,   , -55,      374,        0,   0.  0.  0.  0,  11, optimumwifi, 
7E:1F:E0:FA:0F:A4, 2013-05-01 17:35:56, 2013-05-01 17:43:19,  6,  54, OPN ,       ,   ,  -1,       41,        0,   0.  0.  0.  0,  14, HPB210a.244651, 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
8C:A9:82:8E:44:BA, 2013-05-01 17:38:13, 2013-05-01 17:39:01, -94,        5, 00:1A:1E:85:A1:60,
28:E0:2C:2B:49:AA, 2013-05-01 17:38:13, 2013-05-01 17:38:30, -90,        3, (not associated) ,
58:55:CA:F4:38:0F, 2013-05-01 17:38:30, 2013-05-01 17:38:30, -91,        6, (not associated) , GoPhils,campos,Cisco Linksys E4200-guest,NETEMPLE-guest,1WAP4
04:15:52:49:4A:70, 2013-05-01 17:36:37, 2013-05-01 17:38:34, -94,        9, (not associated) , dragonfly3
98:B8:E3:A4:00:CD, 2013-05-01 17:38:31, 2013-05-01 17:38:32, -94,        5, (not associated) , dragonfly3
90:18:7C:AA:E2:32, 2013-05-01 17:37:29, 2013-05-01 17:38:21, -97,       89, 00:1A:1E:8C:6D:01, dragonfly3
F4:F1:5A:2B:EE:C6, 2013-05-01 17:38:13, 2013-05-01 17:38:13, -94,        1, (not associated) , dragonfly3
D8:D1:CB:9A:AB:0B, 2013-05-01 17:37:34, 2013-05-01 17:37:51,  -1,        9, 00:1A:1E:86:92:C1,
00:26:08:20:AB:6E, 2013-05-01 17:36:42, 2013-05-01 17:37:52, -84,      136, 00:1A:1E:8C:6D:01, dragonfly3
18:34:51:A6:77:D7, 2013-05-01 17:37:09, 2013-05-01 17:37:29, -98,        4, 00:1A:1E:8C:6D:01, dragonfly3
80:96:B1:29:C9:1B, 2013-05-01 17:37:21, 2013-05-01 17:37:22, -84,       27, (not associated) , freeWIFI@ayalamalls,Disney-Guest,Guest,SM_Free_WiFi,TTLE1,ePLDT-Guest,Belkin.4180,Napa437,WestgateWifi,dragonfly3
10:40:F3:89:4D:62, 2013-05-01 17:36:58, 2013-05-01 17:37:09, -79,        6, (not associated) , dragonfly3
8C:58:77:BB:E5:A9, 2013-05-01 17:37:13, 2013-05-01 17:37:13, -86,        4, (not associated) ,
00:1D:FE:E8:56:2D, 2013-05-01 17:37:02, 2013-05-01 17:37:02,  -1,        1, 00:0D:67:14:AB:96,
1C:AB:A7:8F:34:3D, 2013-05-01 17:36:39, 2013-05-01 17:36:40, -92,        2, 00:1A:1E:8C:6D:01,
04:F7:E4:20:87:CB, 2013-05-01 17:36:30, 2013-05-01 17:36:30, -90,        1, (not associated) , dragonfly3
7C:FA:DF:2B:C0:2E, 2013-05-01 17:35:55, 2013-05-01 17:36:29, -92,       66, 00:1A:1E:8C:6D:01, dragonfly3
B8:17:C2:49:57:40, 2013-05-01 17:36:28, 2013-05-01 17:36:30, -92,        2, 00:1A:1E:8E:BB:80, dragonfly3
4C:8D:79:AD:29:5F, 2013-05-01 17:35:56, 2013-05-01 17:36:01, -89,       17, 00:1A:1E:85:A1:64,
2C:27:D7:8E:B7:3E, 2013-05-01 17:36:14, 2013-05-01 17:36:14,  -1,        1, C8:D7:19:69:6E:93,
98:0C:82:68:B4:8A, 2013-05-01 17:36:25, 2013-05-01 17:36:25, -76,        2, (not associated) ,
F0:DC:E2:0D:9D:66, 2013-05-01 17:36:08, 2013-05-01 17:36:37,  -1,        7, 00:1A:1E:8C:6D:01,
00:21:E9:A7:92:57, 2013-05-01 17:36:45, 2013-05-01 17:36:45, -94,        2, 00:1A:1E:86:92:C1,
00:19:70:13:84:F8, 2013-05-01 17:36:43, 2013-05-01 17:36:45, -77,        7, (not associated) , cctwireless01
84:3A:4B:60:07:74, 2013-05-01 17:36:06, 2013-05-01 17:37:05, -91,        4, (not associated) , 212_N_Brun_Dr
7C:11:BE:8E:20:4D, 2013-05-01 17:36:29, 2013-05-01 17:37:04, -91,       62, 00:0D:67:14:AB:97, CableWiFi
24:AB:81:AB:E8:E7, 2013-05-01 17:36:57, 2013-05-01 17:37:06, -89,        6, 00:1A:1E:8C:6D:01, dragonfly3
00:88:65:EE:3C:DB, 2013-05-01 17:37:08, 2013-05-01 17:37:14, -96,        5, 50:A7:33:03:5A:38, University Crossings
28:CF:DA:D7:50:04, 2013-05-01 17:37:24, 2013-05-01 17:37:24, -97,        2, (not associated) , janeellen,linksys
04:1E:64:CD:68:42, 2013-05-01 17:36:16, 2013-05-01 17:37:35, -88,       64, 00:1A:1E:8C:6D:01, dragonfly3
00:25:AE:A4:31:A1, 2013-05-01 17:37:46, 2013-05-01 17:37:46,  -1,        1, 20:AA:4B:61:8C:3A,
6C:3B:E5:E9:97:04, 2013-05-01 17:37:46, 2013-05-01 17:37:46,  -1,        1, 20:AA:4B:61:8C:3A,
28:CF:DA:D5:09:02, 2013-05-01 17:37:56, 2013-05-01 17:37:56, -96,        1, (not associated) , INTERNET701
7C:FA:DF:96:51:21, 2013-05-01 17:36:38, 2013-05-01 17:37:54, -91,        3, (not associated) ,
F4:CE:46:5C:6B:76, 2013-05-01 17:37:55, 2013-05-01 17:37:55,  -1,        1, 50:46:5D:00:4F:10,
E0:B9:BA:51:90:6D, 2013-05-01 17:37:57, 2013-05-01 17:37:57,  -1,        1, C0:C1:C0:84:BF:1E,
A8:FA:D8:25:94:D3, 2013-05-01 17:38:06, 2013-05-01 17:38:06,  -1,        1, 00:1A:1E:86:92:C1,
3C:43:8E:CF:19:83, 2013-05-01 17:38:27, 2013-05-01 17:38:27,  -1,        1, 00:1A:1E:86:92:C1,
4C:8D:79:E9:9D:EE, 2013-05-01 17:36:36, 2013-05-01 17:38:35, -95,       10, 00:1A:1E:8E:E2:A4,
00:22:FA:93:9C:1E, 2013-05-01 17:38:38, 2013-05-01 17:38:38, -91,        1, (not associated) ,
00:C6:10:62:FD:0C, 2013-05-01 17:38:38, 2013-05-01 17:38:38, -90,        1, (not associated) , ibahn
20:C9:D0:D2:D9:9B, 2013-05-01 17:37:43, 2013-05-01 17:38:49, -71,       20, (not associated) , dragonfly3,MOTOROLA-B093B
04:F7:E4:9B:6A:58, 2013-05-01 17:38:56, 2013-05-01 17:38:56, -95,        2, (not associated) , dragonfly3
40:30:04:31:A7:DE, 2013-05-01 17:38:56, 2013-05-01 17:38:56, -84,        1, (not associated) ,
58:8D:09:8E:6F:8C, 2013-05-01 17:36:25, 2013-05-01 17:38:57,  -1,        5, 28:93:FE:F5:A8:00,
00:15:6D:56:A5:4C, 2013-05-01 17:38:49, 2013-05-01 17:38:58,  -1,       10, 28:93:FE:F5:A8:08,
8C:58:77:DC:B7:16, 2013-05-01 17:37:23, 2013-05-01 17:39:19, -87,       15, 00:1A:1E:98:2F:E1,
BC:3B:AF:1E:DC:11, 2013-05-01 17:39:15, 2013-05-01 17:39:15, -79,        2, (not associated) ,
34:C0:59:46:65:E5, 2013-05-01 17:36:16, 2013-05-01 17:39:16,  -1,        2, 84:1B:5E:F4:56:16,
EC:85:2F:DF:CD:64, 2013-05-01 17:36:17, 2013-05-01 17:39:16,  -1,        2, 84:1B:5E:F4:56:16,
D8:D1:CB:6B:B7:25, 2013-05-01 17:36:07, 2013-05-01 17:39:26, -90,       38, 00:1A:1E:8C:6D:01, dragonfly3
E0:B9:BA:09:37:D1, 2013-05-01 17:39:28, 2013-05-01 17:39:28,  -1,        1, C8:D7:19:7C:16:F0,
C0:9F:42:BB:9F:2B, 2013-05-01 17:39:28, 2013-05-01 17:39:28,  -1,       12, 08:86:3B:E3:18:98,
BC:52:B7:CC:2A:24, 2013-05-01 17:39:28, 2013-05-01 17:39:28,  -1,        9, 00:1A:1E:8C:6D:01,
8C:58:77:75:5A:F1, 2013-05-01 17:38:18, 2013-05-01 17:39:47, -95,        8, 00:1A:1E:86:92:C1, dragonfly3
44:D8:84:73:00:71, 2013-05-01 17:39:48, 2013-05-01 17:39:48, -92,        1, (not associated) , dragonfly3
58:8D:09:CA:89:92, 2013-05-01 17:39:44, 2013-05-01 17:39:45, -91,        3, 28:93:FE:F5:A8:00, CDT_SEPTA
10:40:F3:64:9C:53, 2013-05-01 17:37:39, 2013-05-01 17:39:56, -89,       21, (not associated) ,
98:B8:E3:6B:F5:5A, 2013-05-01 17:38:21, 2013-05-01 17:40:05, -93,       14, 00:1A:1E:8C:6D:01, dragonfly3
78:A3:E4:34:67:3E, 2013-05-01 17:36:02, 2013-05-01 17:43:26, -86,       12, (not associated) , dragonfly3
28:CF:E9:ED:5E:1C, 2013-05-01 17:39:34, 2013-05-01 17:40:05, -78,       16, 00:1A:1E:86:92:C1, dragonfly3
60:33:4B:27:6A:74, 2013-05-01 17:40:08, 2013-05-01 17:40:08,  -1,        1, 00:23:69:18:C4:70,
00:16:44:FC:12:AB, 2013-05-01 17:40:19, 2013-05-01 17:40:19, -97,        1, (not associated) ,
98:FE:94:24:34:F6, 2013-05-01 17:39:39, 2013-05-01 17:40:17, -92,        6, 00:1A:1E:8C:6D:01, dragonfly3
00:20:00:65:D0:D5, 2013-05-01 17:38:35, 2013-05-01 17:40:25, -91,        3, 02:F4:DF:B6:0E:0D,
50:CC:F8:D9:DE:48, 2013-05-01 17:40:36, 2013-05-01 17:40:36, -96,        1, (not associated) ,
D0:DF:C7:C0:E7:A2, 2013-05-01 17:40:46, 2013-05-01 17:40:46, -94,        2, 00:1A:1E:8E:BB:80,
C8:60:00:20:EE:5E, 2013-05-01 17:40:46, 2013-05-01 17:40:46,  -1,        1, 20:AA:4B:61:8C:3A,
C4:2C:03:E3:03:E9, 2013-05-01 17:38:33, 2013-05-01 17:40:55, -93,       33, 00:1A:1E:85:A1:60, dragonfly3
58:8D:09:8E:70:02, 2013-05-01 17:40:51, 2013-05-01 17:40:57,  -1,       42, 28:93:FE:F5:A8:00,
58:8D:09:CA:8A:3C, 2013-05-01 17:40:57, 2013-05-01 17:40:59,  -1,        9, 28:93:FE:F5:A8:00,
E8:92:A4:92:61:3D, 2013-05-01 17:36:39, 2013-05-01 17:41:06, -94,      168, 00:1A:1E:85:A1:60, dragonfly3
90:18:7C:69:FD:6F, 2013-05-01 17:39:31, 2013-05-01 17:41:09, -77,       20, 00:1A:1E:98:2F:E1, dragonfly3
5C:0A:5B:6D:16:80, 2013-05-01 17:40:49, 2013-05-01 17:41:06, -73,       27, 00:1A:1E:8C:6D:01, dragonfly3
B4:99:BA:29:7C:69, 2013-05-01 17:37:29, 2013-05-01 17:41:18, -95,        2, 02:20:C0:7F:68:7E,
74:DE:2B:F9:2F:D1, 2013-05-01 17:38:45, 2013-05-01 17:41:27, -96,        4, 00:1A:1E:8E:BB:80, dragonfly3
C8:6F:1D:0F:CD:90, 2013-05-01 17:36:07, 2013-05-01 17:41:27,  -1,      345, 00:1A:1E:85:A1:60,
00:20:00:AB:64:F5, 2013-05-01 17:41:28, 2013-05-01 17:41:28,  -1,        1, 0C:D5:02:BC:87:FE,
2C:27:D7:FC:4C:32, 2013-05-01 17:36:54, 2013-05-01 17:41:38, -96,        2, 02:21:B1:FC:22:FC,
80:96:B1:75:F8:6D, 2013-05-01 17:41:09, 2013-05-01 17:41:38, -83,        3, (not associated) ,
00:15:6D:56:D7:3E, 2013-05-01 17:39:04, 2013-05-01 17:41:35,  -1,       15, 28:93:FE:F5:A8:08,
60:33:4B:70:9F:E2, 2013-05-01 17:41:49, 2013-05-01 17:41:49, -93,        2, 00:1A:1E:86:92:C1,
BC:52:B7:5E:3D:63, 2013-05-01 17:41:47, 2013-05-01 17:41:47, -92,        1, (not associated) ,
64:A3:CB:3D:0B:CC, 2013-05-01 17:41:49, 2013-05-01 17:41:49,  -1,        3, 00:1A:1E:86:92:C1,
10:68:3F:87:68:5C, 2013-05-01 17:40:41, 2013-05-01 17:41:57, -94,        5, (not associated) ,
C0:9F:42:CA:D1:DA, 2013-05-01 17:41:52, 2013-05-01 17:41:55, -93,       18, 00:1A:1E:86:92:C1,
00:15:6D:56:1B:57, 2013-05-01 17:36:33, 2013-05-01 17:41:58, -90,       82, 28:93:FE:F5:A8:08,
7C:11:BE:73:65:96, 2013-05-01 17:36:22, 2013-05-01 17:42:07, -92,        4, D8:C7:C8:D2:DF:80, dragonfly3
0C:74:C2:29:2C:97, 2013-05-01 17:42:02, 2013-05-01 17:42:07,  -1,        4, 00:1A:1E:8C:6D:01,
8C:58:77:AC:B5:3C, 2013-05-01 17:41:43, 2013-05-01 17:42:19, -95,       41, 00:1A:1E:8C:6D:01, dragonfly3
C4:2C:03:F1:61:00, 2013-05-01 17:41:52, 2013-05-01 17:42:18, -91,       16, 00:1A:1E:86:92:C1,
F0:CB:A1:45:63:72, 2013-05-01 17:42:15, 2013-05-01 17:42:16, -89,        3, 00:1A:1E:85:A1:60,
78:A3:E4:33:E0:B7, 2013-05-01 17:38:33, 2013-05-01 17:42:18, -74,       44, 00:1A:1E:8E:D8:A0,
2C:27:D7:8C:02:2A, 2013-05-01 17:35:57, 2013-05-01 17:43:29, -96,      397, (not associated) , norway1
C4:17:FE:6C:A6:82, 2013-05-01 17:36:24, 2013-05-01 17:42:47, -96,       12, EC:1A:59:25:A9:B8, belkin.9b8
D0:23:DB:17:F9:95, 2013-05-01 17:42:48, 2013-05-01 17:42:48, -96,        1, 00:1A:1E:86:92:C1,
7C:ED:8D:54:D3:94, 2013-05-01 17:35:54, 2013-05-01 17:43:28, -95,       59, (not associated) , NETGEAR53
10:1F:74:24:46:51, 2013-05-01 17:35:56, 2013-05-01 17:43:19, -95,       55, 7E:1F:E0:FA:0F:A4,
8C:58:77:52:B3:4C, 2013-05-01 17:38:44, 2013-05-01 17:42:32, -95,       36, 00:1A:1E:8C:6D:01, dragonfly3
F0:CB:A1:1E:80:52, 2013-05-01 17:42:54, 2013-05-01 17:42:54, -95,        1, (not associated) ,
E0:F8:47:D3:98:9C, 2013-05-01 17:39:35, 2013-05-01 17:43:11, -94,      149, 00:1A:1E:85:A1:60, dragonfly3
00:21:6A:42:DD:2E, 2013-05-01 17:36:36, 2013-05-01 17:43:16, -94,       39, 20:AA:4B:61:8C:3A,
B8:17:C2:2D:6F:49, 2013-05-01 17:42:18, 2013-05-01 17:43:05, -93,       30, 00:1A:1E:86:92:C1,
9C:20:7B:DA:3F:CE, 2013-05-01 17:42:44, 2013-05-01 17:42:44, -93,        1, (not associated) ,
E4:11:5B:81:E4:85, 2013-05-01 17:35:59, 2013-05-01 17:43:26, -96,       50, 00:1A:1E:86:4C:A0, dragonfly
00:15:6D:56:62:43, 2013-05-01 17:36:07, 2013-05-01 17:43:15, -92,       76, 28:93:FE:F5:A8:08,
40:6F:2A:CC:30:FE, 2013-05-01 17:37:14, 2013-05-01 17:43:17, -92,       15, 00:1A:1E:85:A1:60,
00:15:6D:56:D7:25, 2013-05-01 17:36:15, 2013-05-01 17:43:29, -85,      126, 28:93:FE:F5:A8:08,
08:D4:2B:1B:AF:DA, 2013-05-01 17:42:52, 2013-05-01 17:43:08, -91,        2, (not associated) ,
50:EA:D6:89:1F:0B, 2013-05-01 17:42:18, 2013-05-01 17:43:28, -88,      122, 00:1A:1E:86:92:C1, dragonfly3
68:09:27:05:16:EE, 2013-05-01 17:43:02, 2013-05-01 17:43:26, -96,        5, 00:1A:1E:8E:E2:00,
10:40:F3:04:0A:4C, 2013-05-01 17:43:21, 2013-05-01 17:43:21, -90,        2, (not associated) , dragonfly3
88:53:2E:C4:C9:58, 2013-05-01 17:36:21, 2013-05-01 17:43:08, -89,       22, 58:6D:8F:64:B0:85, Brown Sugar
00:15:6D:56:D7:21, 2013-05-01 17:36:19, 2013-05-01 17:43:05, -89,       15, 28:93:FE:F5:A8:08,
A0:6C:EC:C9:9A:9D, 2013-05-01 17:35:58, 2013-05-01 17:42:54, -89,        2, 58:6D:8F:64:B0:85,
90:18:7C:27:C9:93, 2013-05-01 17:36:29, 2013-05-01 17:43:30, -89,       31, 00:1A:1E:8C:6D:01, dragonfly3
14:5A:05:8C:E1:8E, 2013-05-01 17:43:07, 2013-05-01 17:43:07, -89,        1, 00:1A:1E:86:92:C1,
90:27:E4:6B:19:BC, 2013-05-01 17:35:55, 2013-05-01 17:43:22, -89,       19, (not associated) , Telekom_FlyNet,Lerner
B4:F0:AB:B3:F3:AB, 2013-05-01 17:42:18, 2013-05-01 17:42:43, -88,       13, 00:1A:1E:8C:6D:01, dragonfly3
50:CC:F8:E6:CD:3C, 2013-05-01 17:41:45, 2013-05-01 17:43:23, -87,       42, 00:1A:1E:98:2F:E1, dragonfly3
98:03:D8:A4:4C:73, 2013-05-01 17:42:06, 2013-05-01 17:42:39, -87,        8, 00:1A:1E:8C:6D:01, dragonfly3
CC:08:E0:5E:37:D7, 2013-05-01 17:43:03, 2013-05-01 17:43:03, -87,        4, (not associated) ,
00:0D:97:07:E5:26, 2013-05-01 17:36:47, 2013-05-01 17:43:22, -85,       25, 00:0D:97:04:B4:14,
34:6B:D3:8B:FF:F0, 2013-05-01 17:42:43, 2013-05-01 17:43:09, -85,        8, (not associated) , dragonfly
44:4C:0C:A4:0A:7E, 2013-05-01 17:43:02, 2013-05-01 17:43:28, -79,       51, 00:1A:1E:8E:D8:40, dragonfly3
36:AF:2C:94:85:FE, 2013-05-01 17:35:55, 2013-05-01 17:43:23, -83,      144, (not associated) , Nintendo_3DS_continuous_scan_000
60:FA:CD:C2:0D:CE, 2013-05-01 17:42:19, 2013-05-01 17:42:28, -83,        8, 00:1A:1E:8C:6D:01, dragonfly3
00:0D:97:07:E1:90, 2013-05-01 17:36:02, 2013-05-01 17:42:45, -83,       25, 00:0D:97:07:E0:FD, NAUTILUS
10:68:3F:3D:E8:8E, 2013-05-01 17:42:21, 2013-05-01 17:42:53, -83,       29, 00:1A:1E:8E:D8:40, dragonfly3
38:AA:3C:CC:71:B5, 2013-05-01 17:39:49, 2013-05-01 17:43:11, -82,      203, 00:1A:1E:8C:6D:01,
CC:3A:61:10:B2:C3, 2013-05-01 17:36:36, 2013-05-01 17:42:32, -81,       51, (not associated) , dragonfly3
48:60:BC:C1:AC:4A, 2013-05-01 17:43:09, 2013-05-01 17:43:28, -86,       94, 00:1A:1E:86:92:C1, dragonfly3
8C:70:5A:9D:C5:A8, 2013-05-01 17:36:03, 2013-05-01 17:43:01, -79,       24, (not associated) , dragonfly3
00:23:4D:03:97:39, 2013-05-01 17:36:10, 2013-05-01 17:43:17, -78,       54, 84:1B:5E:F4:56:16,
24:77:03:1B:81:FC, 2013-05-01 17:35:55, 2013-05-01 17:43:29, -73,     1676, 00:1A:1E:8E:D8:44,
00:0D:97:04:B4:14, 2013-05-01 17:36:59, 2013-05-01 17:43:23, -77,       14, 00:0D:97:07:D6:D3, NAUTILUS
20:68:9D:46:A7:B2, 2013-05-01 17:35:54, 2013-05-01 17:43:26, -65,      185, 00:1A:1E:8E:D6:00,
00:F4:B9:CA:BB:08, 2013-05-01 17:36:05, 2013-05-01 17:43:26, -70,       78, (not associated) , AirPennNet
20:64:32:2D:5B:28, 2013-05-01 17:35:56, 2013-05-01 17:43:28, -71,      260, 00:1A:1E:8E:D8:40, dragonfly3
40:25:C2:B9:DA:44, 2013-05-01 17:35:55, 2013-05-01 17:43:30, -73,      166, 00:1A:1E:8E:D8:A0, dragonfly3
78:DD:08:F3:6F:75, 2013-05-01 17:35:56, 2013-05-01 17:43:17, -65,      138, 00:1A:1E:8E:D4:C0, dragonfly3
68:A8:6D:8A:50:50, 2013-05-01 17:36:04, 2013-05-01 17:42:48, -57,       32, (not associated) ,
E4:CE:8F:20:E8:9E, 2013-05-01 17:36:24, 2013-05-01 17:42:45, -40,      296, 00:1A:1E:8E:D8:40, dragonfly3,SlopShop,Apple Store
00:23:12:0F:11:4C, 2013-05-01 17:36:28, 2013-05-01 17:43:22,  -1,       16, 08:86:3B:E3:18:98,
40:25:C2:43:C0:A4, 2013-05-01 17:37:32, 2013-05-01 17:42:59,  -1,       14, C0:C1:C0:65:6B:A2,
00:15:6D:56:D7:1E, 2013-05-01 17:40:46, 2013-05-01 17:43:19,  -1,       42, 28:93:FE:F5:A8:08,
D4:9A:20:1E:BB:F0, 2013-05-01 17:42:44, 2013-05-01 17:42:44,  -1,        1, 08:86:3B:E3:18:98,
00:15:6D:56:1B:5E, 2013-05-01 17:42:53, 2013-05-01 17:43:10,  -1,       18, 28:93:FE:F5:A8:08,
8C:58:77:64:C3:81, 2013-05-01 17:43:11, 2013-05-01 17:43:11,  -1,        2, 00:1A:1E:8C:6D:01,
5C:95:AE:30:93:DA, 2013-05-01 17:43:21, 2013-05-01 17:43:21,  -1,        1, E0:46:9A:8A:10:16,
